query	target	target_inchi	score	q-value
Reserpine	Reserpine	InChI=1S/C33H40N2O9/c1-38-19-7-8-20-21-9-10-35-16-18-13-27(44-32(36)17-11-25(39-2)30(41-4)26(12-17)40-3)31(42-5)28(33(37)43-6)22(18)15-24(35)29(21)34-23(20)14-19/h7-8,11-12,14,18,22,24,27-28,31,34H,9-10,13,15-16H2,1-6H3/t18-,22+,24-,27-,28+,31+/m1/s1	0.619897415389955	0.00954378899399935
Trans-Zeatin-riboside-[d5]	Adenosine, N-(2-hydroxycyclopentyl)-, (1S-trans)- [CAS]	InChI=1S/C15H21N5O5/c21-4-9-11(23)12(24)15(25-9)20-6-18-10-13(16-5-17-14(10)20)19-7-2-1-3-8(7)22/h5-9,11-12,15,21-24H,1-4H2,(H,16,17,19)/t7-,8-,9+,11?,12-,15+/m0/s1	0.6072757597136774	0.010143004534096754
S,R-Noscapine	MLS001076557-01!Noscapine hydrochloride hydrate	InChI=1S/C22H23NO7/c1-23-8-7-11-9-14-20(29-10-28-14)21(27-4)15(11)17(23)18-12-5-6-13(25-2)19(26-3)16(12)22(24)30-18/h5-6,9,17-18H,7-8,10H2,1-4H3	0.593826031359736	0.010828861705270238
Bicuculline	MLS002153892-01!Bicuculline (+)485-49-4	InChI=1S/C20H17NO6/c1-21-5-4-10-6-14-15(25-8-24-14)7-12(10)17(21)18-11-2-3-13-19(26-9-23-13)16(11)20(22)27-18/h2-3,6-7,17-18H,4-5,8-9H2,1H3/t17-,18+/m0/s1	0.5744746302986362	0.011665288052345376
Erythromycin	Erythromycin	InChI=1S/C37H67NO13/c1-14-25-37(10,45)30(41)20(4)27(39)18(2)16-35(8,44)32(51-34-28(40)24(38(11)12)15-19(3)47-34)21(5)29(22(6)33(43)49-25)50-26-17-36(9,46-13)31(42)23(7)48-26/h18-26,28-32,34,40-42,44-45H,14-17H2,1-13H3/t18-,19-,20+,21+,22-,23+,24+,25-,26+,28-,29+,30-,31+,32-,34+,35-,36-,37-/m1/s1	0.5646732153363266	0.012579284079025609
Benzisothiazolone (BIT)	MLS000737673-01!	InChI=1S/C7H5NOS/c9-7-8-5-3-1-2-4-6(5)10-7/h1-4H,(H,8,9)	0.548301659975016	0.013650475142227827
Rutin	RUTIN	InChI=1S/C27H30O16/c1-8-17(32)20(35)22(37)26(40-8)39-7-15-18(33)21(36)23(38)27(42-15)43-25-19(34)16-13(31)5-10(28)6-14(16)41-24(25)9-2-3-11(29)12(30)4-9/h2-6,8,15,17-18,20-23,26-33,35-38H,7H2,1H3/t8-,15+,17-,18+,20+,21-,22+,23+,26+,27-/m0/s1	0.5125823983500516	0.015174096136183443
isopentenyl-Adenine-[d6]	MLS002153371-01!9-Cyclopentyladenine monomethanesulfonate	InChI=1S/C10H13N5/c11-9-8-10(13-5-12-9)15(6-14-8)7-3-1-2-4-7/h5-7H,1-4H2,(H2,11,12,13)	0.4983773269005688	0.016894702847666993
Apomorphine	MLS000069811-01!APOMORPHINE HYDROCHLORIDE HEMIHYDRATE	InChI=1S/C17H17NO2/c1-18-8-7-10-3-2-4-12-15(10)13(18)9-11-5-6-14(19)17(20)16(11)12/h2-6,13,19-20H,7-9H2,1H3/t13-/m1/s1	0.4952619815871259	0.01863489339170629
Kaempferol	MLS002473235-01!3-(3,4-dihydroxyphenyl)-6,8-dihydroxyisochromen-1-one	InChI=1S/C15H10O6/c16-9-3-8-5-13(7-1-2-10(17)11(18)4-7)21-15(20)14(8)12(19)6-9/h1-6,16-19H	0.48476351713325055	0.020525599574183474
Xanthohumol	MLS000697598-01!	InChI=1S/C21H22O5/c1-11(2)4-5-14-16(23)7-6-13-15-10-25-18-9-12(22)8-17(24-3)19(18)21(15)26-20(13)14/h4,6-9,15,21-23H,5,10H2,1-3H3/t15-,21+/m0/s1	0.4668673357513295	0.02272107868375191
Dimethoate	MLS002207196-01!Dimethoate60-51-5	InChI=1S/C5H12NO3PS2/c1-6-5(7)4-12-10(11,8-2)9-3/h4H2,1-3H3,(H,6,7)	0.45700684113180123	0.025077742051453744
Trans-Zeatin	MLS001074742-01!	InChI=1S/C10H13N5O/c1-7(4-16)2-3-11-9-8-10(13-5-12-8)15-6-14-9/h2,5-6,16H,3-4H2,1H3,(H2,11,12,13,14,15)/b7-2+	0.43286060698505613	0.02792666477537674
Bezafibrate	MLS001148205-01!41859-67-0	InChI=1S/C19H20ClNO4/c1-19(2,18(23)24)25-16-9-3-13(4-10-16)11-12-21-17(22)14-5-7-15(20)8-6-14/h3-10H,11-12H2,1-2H3,(H,21,22)(H,23,24)	0.3698759553656898	0.0323312648842532
Fluoxetine	Fluoxetine	InChI=1S/C17H18F3NO/c1-21-12-11-16(13-5-3-2-4-6-13)22-15-9-7-14(8-10-15)17(18,19)20/h2-10,16,21H,11-12H2,1H3	0.3347757630177313	0.037581364485720456
Adenosine	MLS002153992-01!Vidarabine5536-17-4	InChI=1S/C10H13N5O4/c11-8-5-9(13-2-12-8)15(3-14-5)10-7(18)6(17)4(1-16)19-10/h2-4,6-7,10,16-18H,1H2,(H2,11,12,13)/t4-,6-,7+,10?/m1/s1	0.325150839700464	0.04298040010570755
Indole-3-carboxylic_acid	MLS000860043-01!1,5-Isoquinolinediol	InChI=1S/C9H7NO2/c11-8-3-1-2-7-6(8)4-5-10-9(7)12/h1-5,11H,(H,10,12)	0.25576495080541484	0.049767823333312235
Trinexapac	Sinapic_acid	InChI=1S/C11H12O5/c1-15-8-5-7(3-4-10(12)13)6-9(16-2)11(8)14/h3-6,14H,1-2H3,(H,12,13)	0.2391523806670617	0.05670726189908315
Isopentenyl-Adenosine	MLS000859957-01!N6-Cyclopentyladenosine	InChI=1S/C15H21N5O4/c21-5-9-11(22)12(23)15(24-9)20-7-18-10-13(16-6-17-14(10)20)19-8-3-1-2-4-8/h6-9,11-12,15,21-23H,1-5H2,(H,16,17,19)	0.23532251821351235	0.06358330100553072
Trinexapac-ethyl	MLS000877003-01!(2R)-7-hydroxy-8-(2-hydroxyethyl)-5-methoxy-2-methyl-2,3-dihydrochromen-4-one	InChI=1S/C13H16O5/c1-7-5-10(16)12-11(17-2)6-9(15)8(3-4-14)13(12)18-7/h6-7,14-15H,3-5H2,1-2H3/t7-/m1/s1	0.17996602288939167	0.07098142020545734
N,N-Didesmethylvenlafaxine	MLS002222241-01!	InChI=1S/C15H23NO2/c1-4-7-13-8-5-6-9-15(13)18-11-14(17)10-16-12(2)3/h4-6,8-9,12,14,16-17H,1,7,10-11H2,2-3H3	0.16482296089677373	0.07837528494264918
Cilastatin	MLS001140359-01!1-[2-(4,7-dimethyl-2-oxochromen-5-yl)oxyacetyl]piperidine-4-carboxamide	InChI=1S/C19H22N2O5/c1-11-7-14(18-12(2)9-17(23)26-15(18)8-11)25-10-16(22)21-5-3-13(4-6-21)19(20)24/h7-9,13H,3-6,10H2,1-2H3,(H2,20,24)	0.16008716895795178	0.08567790961042261
Prometryn	MLS001066371-01!Terbutryn886-50-0	InChI=1S/C10H19N5S/c1-6-11-7-12-8(15-10(2,3)4)14-9(13-7)16-5/h6H2,1-5H3,(H2,11,12,13,14,15)	0.13360165032840257	0.09301742508863378
N,O-Didesmethylvenlafaxine	MLS002222241-01!	InChI=1S/C15H23NO2/c1-4-7-13-8-5-6-9-15(13)18-11-14(17)10-16-12(2)3/h4-6,8-9,12,14,16-17H,1,7,10-11H2,2-3H3	0.1106210866708418	0.10033779864274697
EDDP	MLS000069552-01!MAPROTILINE HYDROCHLORIDE	InChI=1S/C20H23N/c1-21-14-6-12-20-13-11-15(16-7-2-4-9-18(16)20)17-8-3-5-10-19(17)20/h2-5,7-10,15,21H,6,11-14H2,1H3	0.10344787524585684	0.10756375130424284
Morphine	MLS002153830-01!	InChI=1S/C17H19NO3/c19-17(18-10-4-1-5-11-18)7-3-2-6-14-8-9-15-16(12-14)21-13-20-15/h2-3,6-9,12H,1,4-5,10-11,13H2/b6-2+,7-3+	0.0967080474247474	0.11469398257444668
Propazine	MLS001048955-01!2,2-dimethyl-4,10-dihydro-3H-pyrano[2,3-b]quinolin-5-one	InChI=1S/C14H15NO2/c1-14(2)8-7-10-12(16)9-5-3-4-6-11(9)15-13(10)17-14/h3-6H,7-8H2,1-2H3,(H,15,16)	0.09363882312521861	0.12171793661118455
Phenmedipham	MLS000859983-01!5-Nitro-2-(3-phenylpropylamino)benzoic acid	InChI=1S/C16H16N2O4/c19-16(20)14-11-13(18(21)22)8-9-15(14)17-10-4-7-12-5-2-1-3-6-12/h1-3,5-6,8-9,11,17H,4,7,10H2,(H,19,20)	0.07481127102125165	0.12867994358180954
Isoproturon-monodemethyl	MLS001056761-01!	InChI=1S/C11H16N2O/c1-14-11-5-3-2-4-10(11)13-8-6-12-7-9-13/h2-5,12H,6-9H2,1H3	0.06833003603368208	0.13554545283191125
Methadone	MLS000860001-01!(+/-)-PPHT hydrochloride	InChI=1S/C21H27NO/c1-2-14-22(15-13-17-7-4-3-5-8-17)19-11-12-20-18(16-19)9-6-10-21(20)23/h3-10,19,23H,2,11-16H2,1H3	0.06760679978413578	0.1423035597109076
Metamitron-desamino	MLS001074083-01!60719-84-8	InChI=1S/C10H9N3O/c11-9-5-8(6-13-10(9)14)7-1-3-12-4-2-7/h1-6H,11H2,(H,13,14)	0.06726544496623377	0.14895597172047623
Tebutam	MLS002154094-01!Meptazinol hydrochloride59263-76-2	InChI=1S/C15H23NO/c1-3-15(9-4-5-10-16(2)12-15)13-7-6-8-14(17)11-13/h6-8,11,17H,3-5,9-10,12H2,1-2H3	0.06621780919628661	0.15550664903135633
Rotenone	NCGC00160168-01!MACLUROXANTHONE	InChI=1S/C23H22O6/c1-6-22(2,3)15-19-12(9-10-23(4,5)29-19)17(26)14-16(25)11-7-8-13(24)18(27)20(11)28-21(14)15/h6-10,24,26-27H,1H2,2-5H3	0.06295824796733385	0.16196240006713575
Desmedipham	MLS000859983-01!5-Nitro-2-(3-phenylpropylamino)benzoic acid	InChI=1S/C16H16N2O4/c19-16(20)14-11-13(18(21)22)8-9-15(14)17-10-4-7-12-5-2-1-3-6-12/h1-3,5-6,8-9,11,17H,4,7,10H2,(H,19,20)	0.06104002506218848	0.1683225791641032
Tetrahydropapaveroline	MLS001157756-01!N-cyclopropyl-3-(7-hydroxy-4-methyl-2-oxochromen-3-yl)propanamide	InChI=1S/C16H17NO4/c1-9-12-5-4-11(18)8-14(12)21-16(20)13(9)6-7-15(19)17-10-2-3-10/h4-5,8,10,18H,2-3,6-7H2,1H3,(H,17,19)	0.04854937259056527	0.17460775397350461
Kresoxim-methyl	NCGC00160240-01!PERFAMINE	InChI=1S/C18H19NO4/c1-11(2)7-9-18(22-4)14(20)6-5-12-15(21-3)13-8-10-23-17(13)19-16(12)18/h5-8,10H,9H2,1-4H3	0.041903894420175836	0.18080801943438243
N-Desmethylvenlafaxine	MLS001148168-01!BUTETHAMATE CITRATE	InChI=1S/C16H25NO2/c1-4-15(14-10-8-7-9-11-14)16(18)19-13-12-17(5-2)6-3/h7-11,15H,4-6,12-13H2,1-3H3	0.03970505569979094	0.18691825348640792
(-)-Epicatechin	MLS000863579-01!2,5,8-trihydroxy-6-methoxy-2-methyl-3H-benzo[g]chromen-4-one	InChI=1S/C15H14O6/c1-15(19)6-9(17)13-11(21-15)4-7-3-8(16)5-10(20-2)12(7)14(13)18/h3-5,16,18-19H,6H2,1-2H3	0.03375733626918723	0.19294547924868632
Metolachlor	cyclo(L-Trp-L-Pro)	InChI=1S/C16H17N3O2/c20-15-14-6-3-7-19(14)16(21)13(18-15)8-10-9-17-12-5-2-1-4-11(10)12/h1-2,4-5,9,13-14,17H,3,6-8H2,(H,18,20)/t13-,14-/m0/s1	0.0327364874253938	0.1988847505692741
Isoproturon	MLS000766260-01!Oxotremorine	InChI=1S/C12H18N2O/c15-12-6-5-11-14(12)10-4-3-9-13-7-1-2-8-13/h1-2,5-11H2	0.028611149269292167	0.2047418890123931
Benzophenone-3	MLS001055357-01!501-36-0	InChI=1S/C14H12O3/c15-12-5-3-10(4-6-12)1-2-11-7-13(16)9-14(17)8-11/h1-9,15-17H/b2-1+	0.01733185424366799	0.21052656868759861
Fenoxycarb	MLS001158933-01!N-cyclopropyl-3-(7-methoxy-4-methyl-2-oxochromen-3-yl)propanamide	InChI=1S/C17H19NO4/c1-10-13-6-5-12(21-2)9-15(13)22-17(20)14(10)7-8-16(19)18-11-3-4-11/h5-6,9,11H,3-4,7-8H2,1-2H3,(H,18,19)	0.016428823010620368	0.2162283948883735
4-Formylaminoantipyrine	MLS002154005-01!Isocarboxazid59-63-2	InChI=1S/C12H13N3O2/c1-9-7-11(15-17-9)12(16)14-13-8-10-5-3-2-4-6-10/h2-7,13H,8H2,1H3,(H,14,16)	0.01580263636386087	0.22184885334836113
O-desmethylvenlafaxine	MLS001148168-01!BUTETHAMATE CITRATE	InChI=1S/C16H25NO2/c1-4-15(14-10-8-7-9-11-14)16(18)19-13-12-17(5-2)6-3/h7-11,15H,4-6,12-13H2,1-3H3	0.01257808110610097	0.22739242453898328
Pethoxamide	SUMATRIPTAN SUCCINATE	InChI=1S/C14H21N3O2S/c1-15-20(18,19)10-11-4-5-14-13(8-11)12(9-16-14)6-7-17(2)3/h4-5,8-9,15-16H,6-7,10H2,1-3H3	0.00722596481818941	0.2328629383157787
Ethofumesate	MLS000862184-01!SB 204741	InChI=1S/C14H14N4OS/c1-9-7-13(20-17-9)16-14(19)15-11-3-4-12-10(8-11)5-6-18(12)2/h3-8H,1-2H3,(H2,15,16,19)	0.007097765159277433	0.23825653671291722
Flonicamid	Amiloride hydrochloride (Midamor)	InChI=1S/C6H8ClN7O/c7-2-4(9)13-3(8)1(12-2)5(15)14-6(10)11/h(H4,8,9,13)(H4,10,11,14,15)	0.0025598753102783417	0.24357963823234446
Salsolinol	MLS002153813-01!Fusaric acid536-69-6	InChI=1S/C10H13NO2/c1-2-3-4-8-5-6-9(10(12)13)11-7-8/h5-7H,2-4H2,1H3,(H,12,13)	0.0020103825053232886	0.2488294648565415
L-Phenylalanine	MLS001331704-01!BENZOCAINE94-09-7	InChI=1S/C9H11NO2/c1-2-12-9(11)7-3-5-8(10)6-4-7/h3-6H,2,10H2,1H3	0.0016744282121406427	0.2540072942739602
Acetamiprid	MLS002177804-01!	InChI=1S/C15H10O2/c16-13-10-15(11-6-2-1-3-7-11)17-14-9-5-4-8-12(13)14/h1-10H	0.0	0.25911678540828464
Atrazine-desethyl	MLS001048891-01!methyl quinoline-2-carboxylate	InChI=1S/C11H9NO2/c1-14-11(13)10-7-6-8-4-2-3-5-9(8)12-10/h2-7H,1H3	0.0	0.2641567596564279
Bisphenol A	NABUMETONE	InChI=1S/C15H16O2/c1-11(16)3-4-12-5-6-14-10-15(17-2)8-7-13(14)9-12/h5-10H,3-4H2,1-2H3	0.0	0.26912862614446104
Codeine	erysovine	InChI=1S/C18H21NO3/c1-21-14-4-3-13-6-8-19-7-5-12-9-17(22-2)16(20)10-15(12)18(13,19)11-14/h3-4,6,9-10,14,20H,5,7-8,11H2,1-2H3	0.0	0.2740337561695676
Cyanazine	MLS001077351-01!	InChI=1S/C14H12N2O2/c1-2-18-14(17)12-7-10-9-5-3-4-6-11(9)16-13(10)8-15-12/h3-8,15H,2H2,1H3	0.0	0.278873484461006
Dicamba	MLS001048858-01!3,5-dichloro-4-methoxybenzoic acid	InChI=1S/C8H6Cl2O3/c1-13-7-5(9)2-4(8(11)12)3-6(7)10/h2-3H,1H3,(H,11,12)	0.0	0.28364911039096846
Flufenacet	MLS000860076-01!L-701,324	InChI=1S/C21H14ClNO3/c22-14-9-10-17-18(12-14)23-21(25)19(20(17)24)13-5-4-8-16(11-13)26-15-6-2-1-3-7-15/h1-12H,(H2,23,24,25)	0.0	0.28836189913764193
Metsulfuron-methyl	Celecoxib	InChI=1S/C17H14F3N3O2S/c1-11-2-4-12(5-3-11)15-10-16(17(18,19)20)22-23(15)13-6-8-14(9-7-13)26(21,24)25/h2-10H,1H3,(H2,21,24,25)	0.0	0.2930130828026596
Microcystin-LR	Microcystin LR	InChI=1S/C49H74N10O12/c1-26(2)23-37-46(66)58-40(48(69)70)30(6)42(62)55-35(17-14-22-52-49(50)51)45(65)54-34(19-18-27(3)24-28(4)38(71-10)25-33-15-12-11-13-16-33)29(5)41(61)56-36(47(67)68)20-21-39(60)59(9)32(8)44(64)53-31(7)43(63)57-37/h11-13,15-16,18-19,24,26,28-31,34-38,40H,8,14,17,20-23,25H2,1-7,9-10H3,(H,53,64)(H,54,65)(H,55,62)(H,56,61)(H,57,63)(H,58,66)(H,67,68)(H,69,70)(H4,50,51,52)/b19-18+,27-24+/t28-,29-,30-,31+,34-,35-,36+,37-,38-,40+/m0/s1	0.0	0.2976038614850146
3-Phenoxybenzoic acid	MLS001201787-01!Giparmen	InChI=1S/C13H10O3/c1-3-6-15-10-4-5-11-9(2)7-13(14)16-12(11)8-10/h1,4-5,7-8H,6H2,2H3	0.0	0.3021354043134038
Propachlor OXA	MLS000060711-01!	InChI=1S/C11H13NO3/c1-8(13)12-10(11(14)15)7-9-5-3-2-4-6-9/h2-6,10H,7H2,1H3,(H,12,13)(H,14,15)	0.0	0.3066088504388649
Tramadol	MLS001148168-01!BUTETHAMATE CITRATE	InChI=1S/C16H25NO2/c1-4-15(14-10-8-7-9-11-14)16(18)19-13-12-17(5-2)6-3/h7-11,15H,4-6,12-13H2,1-3H3	0.0	0.31102530998947936
Naringin	MLS001143533-01!	InChI=1S/C27H32O14/c1-10-20(31)22(33)24(35)26(38-10)37-9-18-21(32)23(34)25(36)27(41-18)39-13-6-14(29)19-15(30)8-16(40-17(19)7-13)11-2-4-12(28)5-3-11/h2-7,10,16,18,20-29,31-36H,8-9H2,1H3/t10?,16?,18?,20-,21+,22+,23-,24+,25+,26+,27+/m0/s1	0.0	0.3153858649888202
Phenylalanine	MLS002415730-01!	InChI=1S/C9H11NO2/c1-2-12-9(11)7-5-3-4-6-8(7)10/h3-6H,2,10H2,1H3	0.0	0.3196915702397417
Rifampicin	RIFAMPICIN	InChI=1S/C43H58N4O12/c1-21-12-11-13-22(2)42(55)45-33-28(20-44-47-17-15-46(9)16-18-47)37(52)30-31(38(33)53)36(51)26(6)40-32(30)41(54)43(8,59-40)57-19-14-29(56-10)23(3)39(58-27(7)48)25(5)35(50)24(4)34(21)49/h11-14,19-21,23-25,29,34-35,39,44,49-51,53H,15-18H2,1-10H3,(H,45,55)/b12-11+,19-14+,22-13+,28-20+/t21-,23+,24+,25+,29-,34-,35+,39-,43-/m0/s1	0.0	0.3239434541750267
Tryptophan	MLS002153961-01!Ethotoin86-35-1	InChI=1S/C11H12N2O2/c1-2-13-10(14)9(12-11(13)15)8-6-4-3-5-7-8/h3-7,9H,2H2,1H3,(H,12,15)	0.0	0.3281425196763329
L-Tryptophan	MLS002153961-01!Ethotoin86-35-1	InChI=1S/C11H12N2O2/c1-2-13-10(14)9(12-11(13)15)8-6-4-3-5-7-8/h3-7,9H,2H2,1H3,(H,12,15)	0.0	0.33228974486280827
S-Adenosyl-L-homocysteine	MLS000574930-01!	InChI=1S/C19H22O7/c1-8-4-12(21)26-17(8)18(3)6-11-19(7-20)10(5-13(22)25-11)9(2)14(23)15(24)16(18)19/h4,9-11,17,20,24H,5-7H2,1-3H3/t9-,10+,11-,17+,18+,19-/m1/s1	0.0	0.33638608385067653
